Cancer Type,Source URL,Scrape Date,Content Hash,General Description,Prognosis (Vooruitzichten),Symptoms (Symptomen),Causes (Oorzaken),Treatments (Behandeling)
Neuro-endocriene tumoren,https://www.kanker.nl/kankersoorten/neuro-endocriene-tumoren,2026-05-31 14:56:18,5ff46b8e436fff3da5bd49083864a6bd8619564b69104ae57e5a2ff907420dd9,Neuro-endocriene tumoren zijn zeldzame tumoren. Jaarlijks krijgen zo’n 700 mensen deze diagnose. Neuro-endocriene tumoren worden ook wel NET genoemd.,N/A,Deze informatie is gecontroleerd door deskundigen.,Deze informatie is gecontroleerd door deskundigen.,"Wanneer de uitslagen van de onderzoeken bekend zijn, zal de arts een voorstel doen voor een behandeling. Elke NET is verschillend en het ligt aan de eigenschappen van de tumor welke behandeling het meest geschikt is. Om je voor te bereiden op het gesprek met de arts kun je tips voor het gesprek met de arts op de website van Stichting NETNECkanker vinden. Het is ook mogelijk om te besluiten dat je  geen behandeling wilt. Hormoontherapie Er zijn medicijnen die de klachten door een teveel aan hormonen kunnen verlichten en de groei van NET kunnen remmen. Dit zijn bijvoorbeeld octreotide of lanreotide. De medicijnen remmen de aanmaak van de hormonen en proberen zo de klachten tegen te gaan. Je krijgt deze medicijnen meestal 1 keer per maand via een injectie. Operatie Als het kan, zal de arts proberen de tumor te verwijderen. Dit kan soms op meerdere manieren. De arts zal vertellen hoe de operatie eruit zal zien. Wanneer de tumor helemaal verwijderd kan worden, is het mogelijk om te genezen. Een operatie kan ook nodig zijn als de NET veel klachten geeft of juist om te voorkomen dat er klachten zullen ontstaan. Operatie van uitzaaiingen in de lever Soms haalt de arts bij uitzaaiingen in de lever een stuk van de lever weg tijdens een operatie. Dit kan niet altijd. De uitzaaiingen moeten op een plek zitten waar ze weggehaald kunnen worden door de chirurg, de uitzaaiingen mogen niet te groot zijn en na de operatie moet voldoende lever overblijven. Behandeling met PRRT Een behandeling met peptide receptor radiotherapie (PRRT) is meestal bedoeld om de kanker te remmen en de klachten te verminderen. PRRT is een behandeling met medicijnen die gelabeld zijn met radioactieve stoffen. Je krijgt de medicijnen via het infuus. Hoe de PRRT-behandeling precies gaat, staat vaak op de website van je ziekenhuis. Leverembolisatie Kan de arts de uitzaaiingen in de lever niet met een operatie verwijderen? Dan is misschien leverembolisatie mogelijk. Bij deze behandeling spuit de arts ‘bolletjes’ in de bloedvaten. De bolletjes zorgen ervoor dat het bloedvat dat naar de tumoren toegaat, dicht gaat zitten. Er kan geen bloed meer naar de tumor en hierdoor kan de tumor minder goed groeien. Doelgerichte therapie Soms is doelgerichte therapie een behandeling bij NET. Het doel is de kanker te remmen. Er zijn verschillende soorten doelgerichte therapie. Je hoort van de arts welk medicijn het meest geschikt is. Sommige medicijnen worden nog onderzocht bij NET. Die medicijnen kun je alleen in onderzoeksverband krijgen."
Multipel myeloom (ziekte van Kahler),https://www.kanker.nl/kankersoorten/multipel-myeloom-ziekte-van-kahler,2026-05-31 14:56:16,af401f27c78107cd520cf5b4aa47dd3185f2e4c1e7295fe46120e0acfac6b7c2,"Multipel myeloom is kanker van het beenmerg. Beenmerg zit binnen in je botten, waar je bloedcellen gemaakt worden. Multipel myeloom heet ook wel de ziekte van Kahler.","Is deze kanker goed te behandelen en wat zijn de vooruitzichten? Vaak willen mensen dit als eerste weten. Soms is daar iets over te zeggen, maar soms ook niet. De prognose van multipel myeloom hangt af van verschillende dingen. Je kunt niet genezen van multipel myeloom. Wel kunnen mensen door de behandeling een aantal jaar leven zonder veel klachten. Wil je weten waar je aan toe bent? Vraag het aan je arts. Die kan misschien meer vertellen. Of bekijk de overlevingscijfers over multipel myeloom .","Je merkt multipel myeloom bijvoorbeeld door pijn in een bot of een botbreuk. Meestal zit de ziekte er dan al een tijdje. Ook kun je klachten hebben omdat je nieren niet goed werken. Bijvoorbeeld dat je minder moet plassen, meer dorst hebt of duizelig wordt. Of kun je erg moe zijn door bloedarmoede. Maar er zijn veel meer klachten van multipel myeloom. Ze verschillen erg per persoon en zijn ook niet bij iedereen even ernstig.","Multipel myeloom ontstaat door een afwijking in het DNA van de plasmacellen. Als je lichaam deze afwijking niet repareert, gaan de plasmacellen ongeremd delen. Het is onduidelijk waardoor multipel myeloom precies ontstaat. Je hebt zelf geen invloed op het krijgen van de ziekte. Voor zover nu bekend is, is multipel myeloom niet erfelijk.","Bij multipel myeloom is niet altijd direct een behandeling nodig. Je hematoloog bespreekt dit met je. Is er een behandeling nodig, dan is dat meestal een stamceltransplantatie. Dit is een zware behandeling. Voor sommige mensen is deze behandeling te zwaar. Of geeft de behandeling te veel kans op problemen. Dan krijg je medicijnen."
Myelodysplastisch syndroom,https://www.kanker.nl/kankersoorten/myelodysplastisch-syndroom,2026-05-31 14:56:17,c733bd95aed5729fe929233d09f84d4ce8106100f2ab6c2178bf8f96d4d4d1d7,"Myelodysplastisch syndroom (MDS) is een groep van beenmergziektes waarbij de aanmaak van bloedcellen is verstoord.MDS kan vrij rustig verlopen, maar kan zich ook ontwikkelen tot een ernstige ziekte die intensief behandeld moet worden.",Bij de diagnose MDS zal uw arts ook een score berekenen die aangeeft wat uw prognose is. Deze score heet de risicoscore. Met die informatie kan de arts globaal iets zeggen over uw verwachte levensduur. Het meest gebruikte systeem om deze score te berekenen is het International Prognostic Scoring System (IPPS). Het is onlangs aangepast en heet nu International Prognostic Scoring System Revised (IPSS-R).,Deze informatie is gecontroleerd door deskundigen.,Deze informatie is gecontroleerd door deskundigen.,Deze informatie is gecontroleerd door deskundigen.
Mucosaal melanoom,https://www.kanker.nl/kankersoorten/mucosaal-melanoom,2026-05-31 14:56:12,ca85d2b746ff16e72be89cfd4d88abcf623916826b64fa83631a26d9f9fb0cc0,"Een mucosaal melanoom is kanker die ontstaat in je slijmvliezen. Bijvoorbeeld in je mond, neus of keel. Of in je vagina of anus. Deze soorten kanker groeien snel en zaaien snel uit. Als de kanker ontdekt wordt, is die vaak al uitgezaaid naar andere plekken in je lichaam.","Begrijpelijk dat je meer wilt weten over je vooruitzichten. Is een mucosaal melanoom goed te behandelen en wat kun je verwachten? Soms is daar iets over te zeggen, maar soms ook niet. De prognose hangt af van verschillende dingen. Bijvoorbeeld hoe uitgebreid het mucosaal melanoom is. En of het mucosaal melanoom is uitgezaaid. Wil je weten waar je aan toe bent? Vraag het je arts. Die kan misschien meer vertellen.","Een mucosaal melanoom is moeilijk om zelf te herkennen. Het zit vaak op plekken die je niet goed kunt zien. Zoals in je mond, neus of keel. Of je blaas, vagina, penis of anus. Soms begint het als een klein plekje of zwelling, maar soms zie of voel je het niet. Soms kan het bloeden of pijn doen en geneest het niet. Omdat je het meestal zelf niet ziet, wordt het vaak pas ontdekt als je klachten krijgt. Dan is de kanker vaak al uitgezaaid naar de lymfeklieren of andere organen. Bekijk symptomen van een mucosaal melanoom .",Er is vaak geen duidelijke oorzaak voor het krijgen van een mucosaal melanoom. Wel zijn er factoren waarvan artsen denken dat ze het risico op een mucosaal melanoom groter maken. Komen melanomen vaker voor in jouw familie? Dan loop je wat meer risico op een mucosaal melanoom. Een mucosaal melanoom komt ook vaker voor bij mensen van 65 of ouder. Kanker is niet besmettelijk. Ook een mucosaal melanoom niet. Je kunt dus geen mucosaal melanoom krijgen van iemand die de ziekte heeft.,"Je kunt verschillende behandelingen krijgen bij een mucosaal melanoom. Meestal krijg je een operatie. Soms krijg je immunotherapie, doelgerichte therapie of bestraling."
Non-hodgkinlymfoom,https://www.kanker.nl/kankersoorten/non-hodgkinlymfoom,2026-05-31 14:56:27,da4e251593dc7c1630d24bcf24ad00716a73bac5138d012cb34bd05d42ce6136,Non-hodgkin of non-hodgkinlymfoom is een verzamelnaam voor lymfeklierkanker. De kanker ontstaat in een lymfeklier of in lymfeweefsel. Vanuit daar kunnen de kankercellen zich verspreiden door het lichaam.,"Als je weet dat je non-hodgkin hebt, heb je misschien vragen over je vooruitzichten. Is non-hodgkin goed te behandelen en wat zijn de verwachtingen? Soms is daar iets over te zeggen, maar soms ook niet. De prognose van non-hodgkin hangt af van verschillende dingen. Het maakt vooral uit of het lymfoom agressief is, of indolent (niet-agressief). En welke soort je precies hebt. Wil je weten waar je aan toe bent? Vraag het aan je arts. Die kan misschien meer vertellen. Of bekijk de overlevingscijfers van een agressief non-hodgkinlymfoom of de overlevingscijfers van een indolent non-hodgkinlymfoom .","Soms kun je een non-hodgkinlymfoom opmerken door een vergrote lymfeklier. Bijvoorbeeld als het lymfoom in de hals, de oksel of de lies zit. Maar je kunt ook andere klachten hebben door een non-hodgkinlymfoom.",Meestal is er geen duidelijke oorzaak van non-hodgkin. Non-hodgkin is ook niet erfelijk.,"Welke behandeling je krijgt, ligt aan welke soort non-hodgkin je precies hebt. Bij een agressief non-hodgkin moet de behandeling snel beginnen. Meestal krijg je dan chemo-immunotherapie. Heb je een indolent non-hodgkin, dan wil de arts misschien liever afwachten om te zien hoe de ziekte zich ontwikkelt. Het afwachten heet ‘ wait and see ’."
Neuskanker,https://www.kanker.nl/kankersoorten/neuskanker,2026-05-31 14:56:25,4c6a53eecea9747509e2113c55093d9129454e95ee02b3480b76c9fd87aa6ece,Bij neuskanker zit er een kwaadaardige tumor in de neus. Neuskanker is een vorm van hoofd-halskanker.,Neuskanker is een ernstige ziekte. Gemiddeld zijn na 10 jaar ongeveer de helft van de mensen met neuskanker nog in leven. De vooruitzichten bij neuskanker hangen ook samen met het stadium van de ziekte. Bekijk de overlevingscijfers van neuskanker .,Deze informatie is gecontroleerd door deskundigen.,Deze informatie is gecontroleerd door deskundigen.,"Voor neuskanker zijn een paar behandelingen mogelijk. De meeste mensen met neuskanker krijgen een operatie. Na de operatie is vaak nog een behandeling met bestraling nodig. Als de tumor ver is doorgegroeid of is uitgezaaid naar andere organen, is genezing vaak niet meer mogelijk. Je krijgt dan een behandeling om de ziekte te remmen. Vaak is dat bestraling, of chemotherapie. Bekijk de uitgebreide informatie over de behandeling van neuskanker ."
Papil van Vater-kanker,https://www.kanker.nl/kankersoorten/papil-van-vater-kanker,2026-05-31 14:56:42,b9c45bf3b81a8d7ee20ee9b7a9ce9ef3a7cae39f22866f87e8900bee4226a01e,"Papil van Vater-kanker ontstaat in je buik, op de plek waar de alvleesklierbuis en de galweg bij elkaar komen. Deze plek heet de Papil van Vater. Deze kankersoort komt weinig voor. Papil van Vater-kanker heet ook wel papilkanker of ampullair (adeno)carcinoom.","Veel mensen die te horen hebben gekregen dat ze kanker hebben, willen iets weten over hun vooruitzichten. Wat staat er te gebeuren en hoe lang heb ik nog te leven? Vaak is het lastig om daar een duidelijk antwoord op te geven. De prognose hangt af van veel verschillende factoren. Bijvoorbeeld van hoe groot de tumor is, of de tumor in andere organen is gegroeid. En of er uitzaaiingen zijn en waar die zitten. Ook zijn de kenmerken van de tumor belangrijk. Die kenmerken kan de patholoog onder de microscoop zien en kunnen voorspellen hoe agressief de kanker is. Het is meestal heel moeilijk iets over je vooruitzichten te zeggen. Heb je vragen? Stel die aan je arts.","Klachten die door Papil van Vater-kanker kunnen komen zijn: afvallen pijn in de bovenbuik minder zin in eten vermoeidheid jeuk over het hele lichaam geelzucht, dat is te merken aan een gele huid, geel oogwit, hele lichte ontlasting (poep) en donkere urine (plas)","Waarom iemand kanker in de Papil van Vater krijgt, is niet bekend.","Er is nog geen richtlijn of protocol voor de behandeling van Papil van Vater-kanker. Daar is wetenschappelijk onderzoek voor nodig. Maar dat is lastig, omdat Papil van Vater-kanker zo weinig voorkomt. De groep patiënten is te klein om goed wetenschappelijk onderzoek te kunnen doen. Je arts legt aan je uit welke behandeling het meest geschikt is. Het maakt voor de behandeling uit of de kanker is uitgezaaid. En of de tumor in andere organen is gegroeid. Ook maakt het uit of de kanker meer op alvleesklierkanker lijkt of meer op darmkanker. Dit onderzoekt de patholoog in de kankercellen in het laboratorium."
Nierkanker,https://www.kanker.nl/kankersoorten/nierkanker,2026-05-31 14:56:26,80f88c6c2c6e30a90a4cda1d8e8d90350cdc5a70cd01082e194789cf0f0f8475,"Nierkanker is kanker die in de nier ontstaat. Meestal gaat het om niercelkanker, dit is de meest voorkomende soort nierkanker. De medische term is niercelcarcinoom.","Veel mensen gaan op zoek naar wat nierkanker betekent voor hun vooruitzichten. Is deze kanker goed te behandelen en wat kan ik verwachten? Soms is daar iets over te zeggen, maar soms ook niet. De prognose van nierkanker hangt af van verschillende dingen. Bijvoorbeeld van hoe groot de tumor is, of er uitzaaiingen zijn en of de behandeling goed aanslaat. Wil je weten waar je aan toe bent? Vraag het aan je arts. Die kan misschien meer vertellen. Of bekijk de overlevingscijfers van nierkanker .","Vaak ontdekt de arts nierkanker toevallig. Bijvoorbeeld als je een echografie krijgt van je buik. De meeste mensen met nierkanker hebben in het begin geen klachten. Als de tumor groeit, kun je last krijgen van bloed in je plas, pijn in je zij of een voelbare zwelling van je buik.",De precieze oorzaak van nierkanker is niet bekend. Wel zijn er risicofactoren die de kans groter maken dat je nierkanker krijgt.,"De meeste mensen met nierkanker krijgen een operatie. De arts haalt de tumor dan weg. Je kunt ook een andere behandeling krijgen, zoals bestraling, warmte-ablatie met MWA (microwave ablatie) of cryo-ablatie. Bij kleine tumoren in de nier die langzaam groeien kan ook gewacht worden met de behandeling. Je krijgt dan regelmatig een echo of scan om de groei van de tumor te volgen. Als je uitzaaiingen hebt, krijg je meestal bestraling, doelgerichte therapie of immunotherapie. Vaak stelt de arts een combinatie van behandelingen voor."
Oogmelanoom,https://www.kanker.nl/kankersoorten/oogmelanoom,2026-05-31 14:56:29,6889d7fab69c23e82c1bbf10b5d20d1ddab80ecd1837fc769b3ff377f778e840,Oogmelanoom is kanker die in het oog ontstaat. Het medische woord is uveamelanoom. Deze soort kanker begint bijna altijd in de laag die achter het oogwit zit: de uvea.,"Het is begrijpelijk dat je meer wilt weten over je vooruitzichten. Is het oogmelanoom goed te behandelen en wat kun je verwachten? Soms is daar iets over te zeggen, maar soms ook niet. Dat hangt af van verschillende dingen. Bijvoorbeeld van de grootte en dikte van het oogmelanoom, de plek van de tumor en of er uitzaaiingen zijn. Wil je weten waar je aan toe bent? Vraag het je arts. Die kan misschien meer vertellen. Of bekijk de overlevingscijfers bij oogmelanoom .","Een oogmelanoom groeit meestal langzaam. Je krijgt vaak pas klachten na maanden tot jaren. De klachten van een oogmelanoom zijn aspecifiek, dat wil zeggen dat ze ook voorkomen bij andere oogaandoeningen. Een eerste symptoom kan zijn: slechter zien. Het is verstandig om met oogklachten naar de huisarts te gaan en je te laten verwijzen naar een oogarts. Lees meer over de symptomen van oogmelanoom .",Deze informatie is gecontroleerd door deskundigen.,"Bij uitzaaiingen heeft de behandeling vooral als doel om de ziekte te remmen, het leven te verlengen en klachten te verminderen. Meer over de behandeling van uitgezaaid oogmelanoom ."
Oogkanker,https://www.kanker.nl/kankersoorten/oogkanker,2026-05-31 14:56:28,0dd9b4a779ee0e26ea227fb107a5be570e7437f92a5241159d7ab339bdff2c72,Oogkanker is kanker die in het oog ontstaat. De medische term is oculaire kanker. Oogkanker komt weinig voor. Jaarlijks krijgen ongeveer 180 mensen kanker in het oog.,"Begrijpelijk dat je op zoek gaat naar wat oogkanker betekent voor je vooruitzichten. Is deze kanker goed te behandelen? En wat kan je verwachten? Soms is daar iets over te zeggen, maar soms ook niet. De prognose van oogkanker hangt af van verschillende dingen. Bijvoorbeeld van de soort oogkanker die je hebt, en hoe ver de ziekte is uitgebreid. Wil je weten waar je aan toe bent? Vraag het aan je arts. Die kan misschien meer vertellen.",Oogkanker ontstaat langzaam. In het begin heb je meestal geen klachten. Het eerste symptoom is meestal: slechter zien. Ook kun je soms veranderingen opmerken aan of in je oog. Lees meer over de symptomen van oogkanker .,Deze informatie is gecontroleerd door deskundigen.,"Er zijn verschillende behandelingen voor oogkanker. Zoals een operatie, bestraling, cryotherapie, chemotherapie, immunotherapie."
Oorkanker,https://www.kanker.nl/kankersoorten/oorkanker,2026-05-31 14:56:42,6f1228b69c24cb764ae43390e52492663728388610103e8d01b9ebaaddee5423,Bij oorkanker zit er een kwaadaardige tumor in het oor. Oorkanker is een zeldzame ziekte. In Nederland krijgen ieder jaar maar een paar mensen deze diagnose.,Als je kanker hebt schieten allerlei vragen door je hoofd. Word ik weer beter? Hoe lang heb ik nog? Deze video helpt om daarover in gesprek te gaan met je arts en de mensen om je heen.,"Een klacht die vaak voorkomt bij oorkanker is een loopoor dat niet overgaat. Er komt dan vocht uit het oor, en soms ook een beetje bloed. Andere klachten zijn minder goed horen of oorpijn.","Wat de oorzaak is van oorkanker, valt niet te zeggen. Het is niet duidelijk hoe het komt dat sommige mensen deze ziekte krijgen. Zover bekend is er geen erfelijke aanleg voor oorkanker. Dat betekent dat kinderen van ouders die oorkanker hebben (gehad), geen verhoogd risico hebben op de ziekte.",De meeste mensen met oorkanker krijgen een operatie. Na de operatie is vaak nog een behandeling met bestraling nodig. Bekijk de uitgebreide informatie over de behandeling van oorkanker.
Plaveiselcelcarcinoom,https://www.kanker.nl/kankersoorten/plaveiselcelcarcinoom,2026-05-31 14:56:47,d1d1085ea7f59fde36b3edfe3e0229ec23e408189665f12af51ffb692d7b82c3,Een plaveiselcelcarcinoom is een kwaadaardig plekje dat ontstaat in je huid. Het is een vorm van huidkanker. De meeste mensen met een plaveiselcelcarcinoom op de huid zijn 60 jaar of ouder.,"Plaveiselcelcarcinoom zaait bijna nooit uit. De arts kan het plekje vaak helemaal weghalen. Als je wel uitzaaiingen hebt, is dat meestal in de lymfeklieren. Die uitzaaiingen kan de arts vaak goed behandelen. Bijna iedereen geneest van een plaveiselcelcarcinoom. Wil je weten waar je aan toe bent? Vraag het je arts. Die kan je meer vertellen. Bekijk de overlevingscijfers van plaveiselcelcarcinoom .","Een plaveiselcelcarcinoom kan eruitzien als een roze bultje. De bovenkant wordt steeds harder en er komen velletjes op. Soms komt er in het midden een wondje, dat kan gaan bloeden. Soms komen er korstjes op. Het plekje wordt langzaam groter.","Er zijn factoren die het risico op een plaveiselcelcarcinoom groter maken. De belangrijkste is uv-straling van de zon of zonnebank. Daarom zit een plaveiselcelcarcinoom vaak op een plek die jarenlang veel zon heeft gehad. Zoals het gezicht, de hals, de onderarmen en de handen.",Meestal snijdt de arts het plaveiselcelcarcinoom weg. Soms wordt de plek bestraald.
Primaire tumor onbekend (PTO),https://www.kanker.nl/kankersoorten/primaire-tumor-onbekend-pto,2026-05-31 14:56:50,0d84f2c78d9f001531a8dafec7fa98e1acffdfce89b0cfab9f61933ab869b9a3,Bij primaire tumor onbekend (PTO) heb je uitzaaiingen van kanker. Maar: het is niet duidelijk waar de kanker is ontstaan. En dus ook niet waar de uitzaaiingen vandaan komen. Meestal kun je niet genezen van PTO.,Veel mensen gaan op zoek naar wat PTO betekent voor hun vooruitzichten. Wat kan ik verwachten? Meestal zijn de vooruitzichten niet goed. De ziekte verloopt vaak snel en de meeste mensen met PTO kunnen niet meer beter worden. Wil je weten waar je aan toe bent? Vraag het aan je arts. Die kan misschien meer vertellen. Bekijk de overlevingscijfers van PTO .,"De meeste mensen met PTO hebben vage klachten, zoals vermoeidheid, pijn of afvallen zonder reden. Dit zijn klachten die vaker voorkomen bij uitgezaaide kanker. Maar deze klachten kunnen ook een andere oorzaak hebben. Waar je bij PTO last van hebt, heeft ook te maken met de plaats van de uitzaaiingen en hoe groot de uitzaaiingen zijn.",N/A,"Als je PTO hebt, kun je meestal niet meer beter worden. De behandelingen die je dan krijgt zijn niet om te genezen. Je krijgt ze om de ziekte te remmen en je klachten zo veel mogelijk te verminderen. Zoals chemotherapie of bestraling tegen de pijn."
Peniskanker,https://www.kanker.nl/kankersoorten/peniskanker,2026-05-31 14:56:42,6b30977396f3e2db5b33317b4cc1e7220e8e0556a84175ab34395f36d2ff99b7,Peniskanker is kanker die in de penis ontstaat. Het medische woord hiervoor is peniscarcinoom. Peniskanker komt niet vaak voor.,"Begrijpelijk dat je meer wilt weten over je vooruitzichten. Is peniskanker goed te behandelen? En wat kan je verwachten? Soms is daar iets over te zeggen, maar soms ook niet. De prognose van peniskanker hangt af van verschillende dingen. Bijvoorbeeld van hoe groot de tumor is. En of er uitzaaiingen zijn. Wil je weten waar je aan toe bent? Vraag het aan je arts. Die kan misschien meer vertellen. Bekijk de overlevingscijfers van peniskanker .","Peniskanker begint vaak als een plekje op je penis dat niet weggaat. Dat kan eruitzien als een puistje, wratje of zweertje. Meestal zit dit op je eikel of onder je voorhuid.",Peniskanker krijg je meestal als je lang of vaak een ontsteking in je penis hebt. Bijvoorbeeld door een strakke voorhuid. Je kunt ook peniskanker krijgen door een virus: HPV .,Er zijn verschillende behandelingen mogelijk bij peniskanker. Veel mannen krijgen een operatie. Soms krijg je chemotherapie of bestraling.
Plasbuiskanker,https://www.kanker.nl/kankersoorten/plasbuiskanker,2026-05-31 14:56:46,e2b5a42bbd4d78dc007907c46ed7b53755c324127a317c9262b7471c342a2fb2,Plasbuiskanker is kanker die ontstaat in de plasbuis. Je plas (urine) gaat er doorheen voordat je die uitplast. Plasbuiskanker komt heel weinig voor. Een ander woord voor plasbuiskanker is urethrakanker of urethracarcinoom.,"Misschien wil je weten wat kanker betekent voor je vooruitzichten. Is het goed te behandelen? En wat kan je verwachten voor de toekomst? Soms is daar iets over te zeggen, maar soms ook niet. De prognose van plasbuiskanker hangt af van verschillende dingen. Bijvoorbeeld van hoe groot de tumor is. En of er uitzaaiingen zijn. Wil je weten waar je aan toe bent? Vraag het aan je arts. Die kan misschien meer vertellen. Bekijk de overlevingscijfers van plasbuiskanker .","Plasbuiskanker merk je het eerste doordat er iets verandert aan je plas. Er kan bloed in zitten. Soms heb je een knobbel of bultje bij je vagina, penis of in je lies.",Er zijn risicofactoren die de kans op plasbuiskanker groter maken. De belangrijkste zijn: eerder blaaskanker hebben gehad of een jarenlange ontsteking van de plasbuis.,Heb je plasbuiskanker? Dan kun je verschillende behandelingen krijgen. Soms krijg je een operatie om de tumor weg te halen. Heb je uitzaaiingen in je longen of botten? Dan kun je niet geopereerd worden. Je krijgt dan een behandeling die zorgt dat je minder klachten hebt. Of dat de tumor minder snel groeit.
Pseudomyxoma peritonei (PMP),https://www.kanker.nl/kankersoorten/pseudomyxoma-peritonei-pmp,2026-05-31 14:56:58,e131329a9c50762727b139ef94ad9b1ced4914fe92ba51413c6a7bbb14a81c68,Bij pseudomyxoma peritonei (PMP) heb je cellen in je buik die veel slijm maken. Je buik wordt door dit slijm steeds dikker. Pseudomyxoma peritonei is een zeldzame vorm van kanker. Per jaar krijgen ongeveer 30 mensen de diagnose.,De vooruitzichten bij pseudomyxoma peritonei hangen vooral af van welke soort PMP je hebt: hooggradig of laaggradig. Ook speelt mee hoe uitgebreid de ziekte is op het moment dat het ontdekt wordt. Vaak wordt na de operatie pas duidelijker hoe je prognose is. Het is lastig om algemene informatie te geven over jouw situatie. Heb je vragen? Stel ze dan aan je arts.,Het duurt vaak lang eer duidelijk is dat je pseudomyxoma peritonei hebt. De meeste mensen met pseudomyxoma peritonei hebben in het begin geen klachten. Of je klachten lijken op het eerste gezicht onschuldig. Je kunt na een tijd last krijgen van een opvallend dikke buik en van een vol gevoel of van diarree of juist van verstopping.,"Pseudomyxoma peritonei ontstaat meestal vanuit een gezwel in je blinde darm. In het gezwel zitten cellen die slijm maken. Het is niet bekend waarom zo’n gezwel ontstaat. Er zijn geen risicofactoren bekend die de kans groter maken dat je pseudomyxoma peritonei krijgt. Voor zover nu bekend is, is PMP ook niet erfelijk.","De meeste mensen met pseudomyxoma peritonei krijgen een operatie met HIPEC. Dit is een behandeling die uit 2 delen bestaat: de arts haalt eerst zo veel mogelijk slijm en de slijmvormende cellen uit de buikholte. Ook verwijdert hij of zij de blinde darm en de organen waar het slijm aan vast zit. Daarna spoelt de chirurg de buik met warme chemotherapie. Dit deel van de operatie heet HIPEC. Als je geen operatie met HIPEC kunt krijgen, krijg je soms chemotherapie via het infuus. Dat is meestal alleen mogelijk als je hooggradige PMP hebt."
Prostaatkanker,https://www.kanker.nl/kankersoorten/prostaatkanker,2026-05-31 14:56:55,0a6533d45bd0758545d729c4911f0df0a185f3b010f79d0281af9fa061ae1534,Prostaatkanker is kanker die in de prostaat ontstaat. De medische naam hiervoor is prostaatcarcinoom. Prostaatkanker is de meest voorkomende vorm van kanker bij mannen.,"Prostaatkanker is de meest voorkomende vorm van kanker bij mannen. Elk jaar krijgen ongeveer 13.000 mannen de diagnose prostaatkanker. De ziekte komt vooral voor bij mannen boven de 65 jaar. Maar ook jongere mannen kunnen prostaatkanker krijgen. De vooruitzichten van prostaatkanker die niet is uitgezaaid, zijn meestal gunstig. Vijf jaar na de diagnose zijn de meeste patiënten nog in leven. Bij uitgezaaide prostaatkanker is de prognose minder goed. → Bekijk de overlevingscijfers van prostaatkanker",Prostaatkanker geeft in het begin vaak geen duidelijke klachten. De meeste mannen merken daardoor niet dat ze prostaatkanker hebben. → Lees meer over symptomen van prostaatkanker,Er is meestal geen duidelijke oorzaak van prostaatkanker aan te wijzen. Er zijn wel risicofactoren die de kans op prostaatkanker vergroten. → Lees meer over de oorzaken en risicofactoren van prostaatkanker,"Bij prostaatkanker zijn verschillende behandelingen mogelijk. Samen met je arts bespreek je wat in jouw situatie de beste behandeling is. Voor de behandeling van prostaatkanker maakt het veel uit of de tumor alleen in de prostaat zit, doorgegroeid is buiten de prostaat of uitgezaaid is. →Bekijk de mogelijke behandelingen per stadium Mogelijke behandelingen bij prostaatkanker zijn: Actief volgen Operatie Inwendige bestraling (brachytherapie) Uitwendige bestraling Hormonale therapie Chemotherapie Radioactief radium Lutetium-PSMA Vaak krijg je een combinatie van behandelingen. → Lees de uitgebreide informatie over behandelingen bij prostaatkanker"
Schaamlipkanker (vulvakanker),https://www.kanker.nl/kankersoorten/schaamlipkanker-vulvakanker,2026-05-31 14:56:58,65af2c447fe1a16e919ddb5c983aed662c345d8600484d40d67e4bc97b7634ce,Schaamlipkanker is kanker die in de schaamlippen ontstaat. De schaamlippen zijn onderdeel van de vulva. Daarom heet schaamlipkanker ook wel vulvakanker of vulvacarcinoom.,"Het is begrijpelijk dat je meer wilt weten over je vooruitzichten. Is schaamlipkanker goed te behandelen en wat kan je verwachten? Soms is daar iets over te zeggen, maar soms ook niet. Dat hangt af van verschillende dingen. Bijvoorbeeld van de grootte van de tumor en of er uitzaaiingen zijn. Wil je weten waar je aan toe bent? Vraag het je arts. Die kan misschien meer vertellen. Bekijk de overlevingscijfers van schaamlipkanker .","Schaamlipkanker kun je opmerken doordat je jeuk, pijn of een branderig gevoel aan je schaamlippen hebt. Je kunt ook bloedverlies hebben, of andere afscheiding. Een verdikking of een wondje op je schaamlippen kan ook een teken van schaamlipkanker zijn.",Schaamlipkanker komt vooral voor bij vrouwen ouder dan 60 jaar. De precieze oorzaak van schaamlipkanker is niet bekend. Deze aandoeningen geven een grotere kans op schaamlipkanker (vulvakanker): de huidziekte lichen sclerosus van de vulva een langdurige HPV-infectie van de vulva de huidziekte morbus Paget van de vulva,"Er zijn verschillende behandelingen mogelijk bij schaamlipkanker. Bijvoorbeeld een operatie, bestraling en chemotherapie. Soms krijg je een combinatie van deze behandelingen."
